CDS	AT/GC	Sites
ENSG00000165732.ali	1.2429636391297734	2382
ENSG00000185689.ali	1.2429467084639498	555
ENSG00000163527.ali	1.242826468865899	2481
ENSG00000103591.ali	1.24258495384011	948
ENSG00000004799.ali	1.2424751035022938	1236
ENSG00000205858.ali	1.2423829013187813	792
ENSG00000125848.ali	1.242211121335612	1947
ENSG00000101868.ali	1.241356471055769	4404
ENSG00000211455.ali	1.2408617095205003	1395
ENSG00000156171.ali	1.2408074981975488	798
ENSG00000177054.ali	1.240761169332598	1869
ENSG00000126947.ali	1.2407379854188365	1362
ENSG00000012048.ali	1.2405834564254061	5589
ENSG00000137561.ali	1.2405767771312928	834
ENSG00000168876.ali	1.240323029796714	717
ENSG00000112031.ali	1.2403130368390913	1140
ENSG00000070501.ali	1.2399769585253457	1005
ENSG00000158161.ali	1.2398749660233759	1719
ENSG00000114450.ali	1.2397181024508257	1020
ENSG00000171150.ali	1.2396602025055774	1617
ENSG00000138668.ali	1.2395422636792	1074
ENSG00000112319.ali	1.2393908281998631	1938
ENSG00000185621.ali	1.239314803929801	2082
ENSG00000171714.ali	1.2393073849341423	2637
ENSG00000109255.ali	1.2392392392392393	480
ENSG00000124383.ali	1.2387316561844863	2070
ENSG00000146386.ali	1.23870636550308	243
ENSG00000165219.ali	1.2387052810902897	4386
ENSG00000152611.ali	1.2384522370012092	624
ENSG00000165449.ali	1.2380233059991368	1533
ENSG00000108599.ali	1.238	1992
ENSG00000234545.ali	1.2378787878787878	744
ENSG00000204952.ali	1.237865876250463	1365
ENSG00000143919.ali	1.2378505673303362	969
ENSG00000259823.ali	1.2375690607734806	711
ENSG00000177058.ali	1.2374975864066422	1689
ENSG00000133872.ali	1.2374245472837022	1017
ENSG00000163939.ali	1.2370620941716242	5112
ENSG00000120337.ali	1.236842105263158	537
ENSG00000174738.ali	1.236808564873821	1752
ENSG00000163541.ali	1.2367207064715962	1038
ENSG00000104660.ali	1.2365261100251326	393
ENSG00000155755.ali	1.23648461325201	1236
ENSG00000179387.ali	1.2360924932975872	879
ENSG00000151023.ali	1.2355475763016157	771
ENSG00000188991.ali	1.2353681560730019	1716
ENSG00000078070.ali	1.23533001118682	2175
ENSG00000114487.ali	1.2352294154619736	2901
ENSG00000147655.ali	1.2348543840523283	729
ENSG00000112419.ali	1.2348434377081945	1908
ENSG00000169519.ali	1.2347129008202833	1221
ENSG00000102524.ali	1.234245867768595	882
ENSG00000146281.ali	1.2337700574120418	1296
ENSG00000134215.ali	1.2326952116518097	2541
ENSG00000070669.ali	1.2324873909214635	1683
ENSG00000118276.ali	1.232337875712767	1146
ENSG00000182400.ali	1.2321016166281755	474
ENSG00000197223.ali	1.231940648184303	423
ENSG00000132549.ali	1.2315156320016545	12060
ENSG00000162441.ali	1.2312431243124313	570
ENSG00000109458.ali	1.230560389836408	2181
ENSG00000151150.ali	1.2304143589990029	13248
ENSG00000149084.ali	1.230381342578002	936
ENSG00000115159.ali	1.2303218301667314	2190
ENSG00000132436.ali	1.2302839116719242	2040
ENSG00000065518.ali	1.2301762114537445	387
ENSG00000184432.ali	1.2301433263660795	2721
ENSG00000215203.ali	1.229790660225443	870
ENSG00000187164.ali	1.2295526434704023	1899
ENSG00000079387.ali	1.2294298087333093	1941
ENSG00000148700.ali	1.228991729275838	2118
ENSG00000040731.ali	1.2287952711578156	2373
ENSG00000107779.ali	1.228622403466293	1596
ENSG00000145781.ali	1.2281607077036492	606
ENSG00000170185.ali	1.2280184693977798	3132
ENSG00000092853.ali	1.2280022136137243	4101
ENSG00000162378.ali	1.2278030616466695	2229
ENSG00000133704.ali	1.2276668290306867	3123
ENSG00000114030.ali	1.2274201809800238	1614
ENSG00000165309.ali	1.2273813233613795	2595
ENSG00000124279.ali	1.2271320011258091	1983
ENSG00000166451.ali	1.227009413468501	1017
ENSG00000150054.ali	1.2269079464988197	1731
ENSG00000140600.ali	1.2266342985954568	1041
ENSG00000151553.ali	1.2264222571722978	2307
ENSG00000163624.ali	1.226147806792968	1383
ENSG00000083782.ali	1.226044703595724	972
ENSG00000152495.ali	1.22572912504994	1419
ENSG00000183662.ali	1.2252191503708698	399
ENSG00000102024.ali	1.2251346698506136	1890
ENSG00000187871.ali	1.2244318181818181	1182
ENSG00000173626.ali	1.2243125904486252	543
ENSG00000104154.ali	1.2242393249808232	1293
ENSG00000096063.ali	1.2241950257169028	2049
ENSG00000107290.ali	1.2241219777125156	8154
ENSG00000206530.ali	1.2240965201362901	5541
ENSG00000156076.ali	1.2237541108019225	1152
ENSG00000111300.ali	1.2234890278288586	2919
ENSG00000103995.ali	1.2232348181585895	5211
ENSG00000089091.ali	1.2231759656652361	2301
ENSG00000117222.ali	1.223158498137002	1614
ENSG00000115271.ali	1.2219215155615697	663
ENSG00000157214.ali	1.2216816177588565	1470
ENSG00000080802.ali	1.2216504319058996	2142
ENSG00000070018.ali	1.221528101738231	4842
ENSG00000196503.ali	1.2210227272727272	522
ENSG00000103994.ali	1.2210107627515208	5754
ENSG00000079150.ali	1.2208047105004907	654
ENSG00000117009.ali	1.2206860343017152	1401
ENSG00000126945.ali	1.2206791924378575	1347
ENSG00000008311.ali	1.2202367402686092	2778
ENSG00000146143.ali	1.220169880005393	1527
ENSG00000106049.ali	1.219991075412762	1008
ENSG00000167785.ali	1.2194301893470183	1203
ENSG00000184611.ali	1.2193076486537613	3600
ENSG00000109158.ali	1.2190627024692247	1668
ENSG00000117543.ali	1.2188832880961613	855
ENSG00000135046.ali	1.2188692334373916	1038
ENSG00000146842.ali	1.218631911776047	1683
ENSG00000129675.ali	1.2186311787072244	2328
ENSG00000113282.ali	1.2185177878608535	1938
ENSG00000145321.ali	1.2183130356337393	1422
ENSG00000165195.ali	1.2181479859894921	1455
ENSG00000149089.ali	1.2180387151669858	726
ENSG00000174928.ali	1.217440543601359	816
ENSG00000112282.ali	1.217196386751422	4137
ENSG00000111860.ali	1.2168377418081326	2349
ENSG00000165895.ali	1.216701676169246	2631
ENSG00000159579.ali	1.216690401594987	1728
ENSG00000180776.ali	1.216524650030432	1095
ENSG00000120498.ali	1.2165007112375534	2727
ENSG00000101126.ali	1.216352553772858	3318
ENSG00000187772.ali	1.2162707306140743	750
ENSG00000144840.ali	1.2161674485745217	708
ENSG00000116954.ali	1.21610871726881	1200
ENSG00000162402.ali	1.216008118221602	7863
ENSG00000134480.ali	1.2159151193633952	975
ENSG00000120159.ali	1.2158724471515585	1092
ENSG00000164430.ali	1.2158298465829847	1602
ENSG00000168118.ali	1.215744458020597	648
ENSG00000174106.ali	1.2151146914254505	2766
ENSG00000111666.ali	1.2150239086842511	1149
ENSG00000275004.ali	1.2146310022558815	1641
ENSG00000106341.ali	1.2144522144522145	468
ENSG00000077514.ali	1.2140491546104235	1404
ENSG00000154380.ali	1.214044506017837	2400
ENSG00000180370.ali	1.213854422400637	1572
ENSG00000164219.ali	1.2138247123748949	1131
ENSG00000121964.ali	1.2137394154602568	1374
ENSG00000186329.ali	1.2137096774193548	543
ENSG00000139291.ali	1.2135904499540864	1011
ENSG00000109466.ali	1.2134549227324851	1752
ENSG00000168275.ali	1.2132216014897579	240
ENSG00000120756.ali	1.2130639643710062	1890
ENSG00000172031.ali	1.2128201499929248	1089
ENSG00000149201.ali	1.2126372395249831	1965
ENSG00000079841.ali	1.2124113475177305	4887
ENSG00000198088.ali	1.2121684867394695	891
ENSG00000112893.ali	1.2119069767441861	3453
ENSG00000118507.ali	1.21160409556314	1011
ENSG00000087206.ali	1.2108613487169286	2199
ENSG00000153064.ali	1.2108369098712446	2292
ENSG00000072041.ali	1.210756623438619	2199
ENSG00000058804.ali	1.2107336811841125	2034
ENSG00000198331.ali	1.2106473874465988	948
ENSG00000188315.ali	1.21046578493387	798
ENSG00000076003.ali	1.2101611652158923	2463
ENSG00000115380.ali	1.2098481362172113	1488
ENSG00000197057.ali	1.2096683530073076	2394
ENSG00000182552.ali	1.2096611026808295	567
ENSG00000110367.ali	1.2091377863053123	1455
ENSG00000109911.ali	1.2088188256796892	1272
ENSG00000120685.ali	1.2087427679309395	2874
ENSG00000113580.ali	1.2086286804798254	2337
ENSG00000277161.ali	1.2085264133456906	1515
ENSG00000173198.ali	1.208478919170743	1023
ENSG00000023909.ali	1.208339583020849	822
ENSG00000120662.ali	1.2075285770595192	1338
ENSG00000170464.ali	1.2075237701529558	1083
ENSG00000109670.ali	1.2074096970767465	2142
ENSG00000075539.ali	1.2072227455454871	9057
ENSG00000115761.ali	1.207057768669143	2064
ENSG00000125686.ali	1.2070518348184345	4758
ENSG00000119041.ali	1.2067192320877613	2664
ENSG00000138231.ali	1.206531431119037	1653
ENSG00000162852.ali	1.206132173192459	2187
ENSG00000139219.ali	1.205898863264256	4476
ENSG00000127990.ali	1.205814905814906	1425
ENSG00000104043.ali	1.2058082191780821	3579
ENSG00000117114.ali	1.2056103796802944	4440
ENSG00000028203.ali	1.2052751160723105	2355
ENSG00000204193.ali	1.2050632911392405	378
ENSG00000104361.ali	1.205054448325457	1131
ENSG00000006128.ali	1.205	390
ENSG00000112367.ali	1.2048906256294565	2721
ENSG00000115020.ali	1.2046743719878876	6294
ENSG00000143207.ali	1.2043866549442415	2208
ENSG00000109686.ali	1.2042072857875834	2388
ENSG00000109689.ali	1.2041411972024891	2229
ENSG00000187955.ali	1.2040677195773208	5397
ENSG00000141027.ali	1.2034916653180125	7422
ENSG00000182149.ali	1.2033794162826421	1101
ENSG00000135297.ali	1.203253410149962	2067
ENSG00000008294.ali	1.2032305005820723	3930
ENSG00000137713.ali	1.2032288698955365	1998
ENSG00000077420.ali	1.2029447313482036	2040
ENSG00000171951.ali	1.2028684265225524	1869
ENSG00000117862.ali	1.202854996243426	519
ENSG00000137976.ali	1.2028415961305925	1071
ENSG00000137821.ali	1.2027972027972027	2268
ENSG00000152503.ali	1.202516940948693	2193
ENSG00000181704.ali	1.2024412713035468	711
ENSG00000145907.ali	1.202332754964334	1401
ENSG00000198492.ali	1.2022842914366136	1737
ENSG00000090686.ali	1.201995012468828	3114
ENSG00000128881.ali	1.2019092588790803	3750
ENSG00000171174.ali	1.2018975332068311	975
ENSG00000145868.ali	1.201773304577043	3573
ENSG00000067992.ali	1.201378588255824	1245
ENSG00000087128.ali	1.2009844134536505	1266
ENSG00000038219.ali	1.2007967269595177	9045
ENSG00000173230.ali	1.200777907429016	9852
ENSG00000164645.ali	1.2007233273056057	759
ENSG00000131724.ali	1.2003435688211295	1266
ENSG00000189127.ali	1.2002154509079717	1542
ENSG00000147649.ali	1.1994131311896319	1755
ENSG00000152380.ali	1.1987748851454825	828
ENSG00000137478.ali	1.198769962271952	2295
ENSG00000181785.ali	1.1981441048034935	936
ENSG00000141424.ali	1.197934021992669	2343
ENSG00000167377.ali	1.197747638653427	2460
ENSG00000116745.ali	1.1976727166276346	1590
ENSG00000124406.ali	1.1971340281143965	3492
ENSG00000157077.ali	1.196967309964553	4293
ENSG00000165935.ali	1.1966019417475728	1056
ENSG00000120963.ali	1.1965217391304348	228
ENSG00000146856.ali	1.196505110451698	2778
ENSG00000163684.ali	1.1963267891070297	372
ENSG00000168589.ali	1.1958333333333333	288
ENSG00000150540.ali	1.1955905511811025	879
ENSG00000069943.ali	1.1948219138892862	1644
ENSG00000163596.ali	1.1947017413856984	1461
ENSG00000136628.ali	1.19462640907126	4542
ENSG00000073711.ali	1.1940548963202684	3462
ENSG00000121022.ali	1.193731918997107	1002
ENSG00000164038.ali	1.1931866572036907	1611
ENSG00000137766.ali	1.193098714259313	6657
ENSG00000136045.ali	1.1929551122194513	1506
ENSG00000116711.ali	1.1926872053502906	2250
ENSG00000148019.ali	1.1925416556466544	2358
ENSG00000165733.ali	1.1924213157595729	3888
ENSG00000133119.ali	1.1921543947975666	1071
ENSG00000171564.ali	1.1921474561292766	1482
ENSG00000197170.ali	1.192116311615612	1368
ENSG00000196569.ali	1.1920662154263844	9273
ENSG00000004864.ali	1.1920427144333448	2028
ENSG00000140830.ali	1.1919459850494334	450
ENSG00000011454.ali	1.1916993231207695	3210
ENSG00000258289.ali	1.1916195856873824	345
ENSG00000075213.ali	1.191618734593262	2316
ENSG00000170264.ali	1.1913678197397652	2154
ENSG00000168724.ali	1.1911063423938961	1608
ENSG00000100483.ali	1.1910484873601326	690
ENSG00000168843.ali	1.1908197185090883	2547
ENSG00000134242.ali	1.190536079232825	2433
ENSG00000165669.ali	1.1904296875	708
ENSG00000126861.ali	1.190254585272379	1335
ENSG00000104321.ali	1.1902342461233917	3366
ENSG00000115808.ali	1.1901070684559856	2340
ENSG00000080224.ali	1.1899173634541098	3408
ENSG00000137509.ali	1.189863608183509	1497
ENSG00000168036.ali	1.1897307678370836	2346
ENSG00000153993.ali	1.1896785608964906	2331
ENSG00000137764.ali	1.189596167008898	1344
ENSG00000121274.ali	1.1890662291169452	1890
ENSG00000139985.ali	1.1886635176437899	2157
ENSG00000162694.ali	1.188330744001381	987
ENSG00000106524.ali	1.1877912924860747	1335
ENSG00000170584.ali	1.1875815288285938	471
ENSG00000116667.ali	1.187520966118752	363
ENSG00000137968.ali	1.1875100337132767	2100
ENSG00000141378.ali	1.187459807073955	543
ENSG00000170289.ali	1.1872652141247182	2367
ENSG00000149554.ali	1.1871856287425149	1419
ENSG00000166128.ali	1.1869931378665004	621
ENSG00000095951.ali	1.1869755563662896	8190
ENSG00000172878.ali	1.1868182516515593	1005
ENSG00000139330.ali	1.186679285460783	1062
ENSG00000064652.ali	1.1865168539325843	510
ENSG00000154114.ali	1.1863754223304785	1272
ENSG00000164483.ali	1.1861794250086595	1557
ENSG00000163412.ali	1.1860609831985065	498
ENSG00000070269.ali	1.185918047654382	2121
ENSG00000124003.ali	1.1849122807017545	1005
ENSG00000134986.ali	1.18475073313783	204
ENSG00000151491.ali	1.184013009757318	2478
ENSG00000165487.ali	1.183868441660141	1299
ENSG00000102048.ali	1.1834592779177162	825
ENSG00000124209.ali	1.1831847579094563	582
ENSG00000186952.ali	1.1831527437958755	1953
ENSG00000004487.ali	1.1830176264847456	2637
ENSG00000169740.ali	1.1829635716242126	819
ENSG00000151465.ali	1.181962443797937	1008
ENSG00000198799.ali	1.1817836271202546	3195
ENSG00000164111.ali	1.1817139581541989	963
ENSG00000033170.ali	1.1816738904828765	1725
ENSG00000168564.ali	1.1814050601817736	1764
ENSG00000153237.ali	1.181378132118451	1800
ENSG00000095627.ali	1.1813236627379873	3549
ENSG00000122557.ali	1.1812195820211853	1218
ENSG00000173226.ali	1.181198699086263	1791
ENSG00000176597.ali	1.1806201550387596	1146
ENSG00000034239.ali	1.1804968287526427	636
ENSG00000139734.ali	1.1803805774278215	3537
ENSG00000066739.ali	1.1803094370982328	6240
ENSG00000111196.ali	1.180053908355795	444
ENSG00000107560.ali	1.180011250703169	1527
ENSG00000275066.ali	1.179714403783461	4101
ENSG00000185056.ali	1.1793478260869565	465
ENSG00000107105.ali	1.178429596600014	1170
ENSG00000090487.ali	1.17842605156038	924
ENSG00000175893.ali	1.1783846600813481	795
ENSG00000070190.ali	1.178172668658594	840
ENSG00000171634.ali	1.1777094363126752	8916
ENSG00000117598.ali	1.1768765133171912	966
ENSG00000079112.ali	1.1764705882352942	2499
ENSG00000176624.ali	1.1762520893951587	1686
ENSG00000143951.ali	1.1757952642908396	2148
ENSG00000205581.ali	1.1755485893416928	303
ENSG00000164744.ali	1.175347912524851	963
ENSG00000155307.ali	1.1753413813576092	1101
ENSG00000127022.ali	1.1752958579881656	1791
ENSG00000117505.ali	1.1752911972503342	531
ENSG00000187889.ali	1.1751824817518248	2190
ENSG00000005249.ali	1.1748435657930534	1275
ENSG00000120594.ali	1.1746835443037975	1593
ENSG00000134453.ali	1.1744558798717732	1200
ENSG00000183520.ali	1.174400314589068	759
ENSG00000038427.ali	1.1742237302076908	10278
ENSG00000145649.ali	1.1739824421388667	789
ENSG00000120526.ali	1.1738545868238701	1752
ENSG00000091129.ali	1.1734399769419224	3942
ENSG00000102780.ali	1.1734394637620444	3591
ENSG00000078668.ali	1.173402674591382	852
ENSG00000124171.ali	1.1733545034642032	1119
ENSG00000109083.ali	1.1733505821474774	426
ENSG00000164124.ali	1.173313844226352	1044
ENSG00000162813.ali	1.1731439638476437	924
ENSG00000107679.ali	1.173	1221
ENSG00000166295.ali	1.17299294591871	330
ENSG00000147421.ali	1.1729317798783616	1257
ENSG00000081019.ali	1.1727801067073171	2418
ENSG00000152894.ali	1.1727493917274938	4374
ENSG00000084676.ali	1.1726526573141627	4347
ENSG00000119004.ali	1.1725870111230714	1389
ENSG00000136938.ali	1.1725461963042956	822
ENSG00000127928.ali	1.1724137931034482	222
ENSG00000137449.ali	1.1724013225873113	2943
ENSG00000154144.ali	1.1723507917174179	1233
ENSG00000052126.ali	1.1722337675503067	3756
ENSG00000164615.ali	1.1720682302771854	888
ENSG00000143552.ali	1.1720037967727432	5655
ENSG00000121058.ali	1.1716971796140525	1749
ENSG00000100473.ali	1.1714608009024252	1662
ENSG00000168137.ali	1.171346271349181	4428
ENSG00000156671.ali	1.1712531439562066	1434
ENSG00000136937.ali	1.1709808989217785	2379
ENSG00000152270.ali	1.1708103130755065	3303
ENSG00000204852.ali	1.1707865168539326	1788
ENSG00000147548.ali	1.170519512801392	4326
ENSG00000108821.ali	1.170164700937771	4401
ENSG00000100554.ali	1.1701291409320607	741
ENSG00000118965.ali	1.1696063776781265	3546
ENSG00000168685.ali	1.1694972826086956	1386
ENSG00000198523.ali	1.1694574681848626	156
ENSG00000105887.ali	1.1693638392857142	354
ENSG00000141434.ali	1.1689630166787528	2037
ENSG00000155530.ali	1.1689508793208006	2334
ENSG00000117593.ali	1.1688978359335682	1962
ENSG00000146587.ali	1.1686357015698332	2154
ENSG00000073614.ali	1.1685059074499509	5073
ENSG00000162598.ali	1.1684698608964452	1644
ENSG00000156920.ali	1.168244719592134	9267
ENSG00000096093.ali	1.1680166374781087	1917
ENSG00000164659.ali	1.1677923271307145	2907
ENSG00000069431.ali	1.1676095844822667	4656
ENSG00000154080.ali	1.1675758608932834	1317
ENSG00000147606.ali	1.1672637936329204	1974
ENSG00000113318.ali	1.1672619448749917	3384
ENSG00000078018.ali	1.1672339108910892	5607
ENSG00000196914.ali	1.1668718129066291	4614
ENSG00000173809.ali	1.1668636056718433	3915
ENSG00000180772.ali	1.1666189931350115	1089
ENSG00000136231.ali	1.1665794218577328	1752
ENSG00000197706.ali	1.1662835249042145	936
ENSG00000125779.ali	1.165880573106701	1350
ENSG00000165996.ali	1.1657773689052437	744
ENSG00000174130.ali	1.1655958882107291	2391
ENSG00000090905.ali	1.1653575460594268	5856
ENSG00000188729.ali	1.1650190114068442	399
ENSG00000153707.ali	1.1649440214957456	5748
ENSG00000164989.ali	1.1648703609557702	4017
ENSG00000152578.ali	1.1642035071971275	2706
ENSG00000197748.ali	1.1641975308641976	5019
ENSG00000177627.ali	1.164021164021164	384
ENSG00000150672.ali	1.1636675904602054	2706
ENSG00000177938.ali	1.1629432260709163	897
ENSG00000086991.ali	1.1627522935779817	1737
ENSG00000144820.ali	1.1627260083449236	2400
ENSG00000135249.ali	1.1626978847944658	2379
ENSG00000104237.ali	1.1625711960943856	6483
ENSG00000179097.ali	1.1624920534011443	1098
ENSG00000163808.ali	1.1623259275007973	4170
ENSG00000151917.ali	1.162218045112782	843
ENSG00000198056.ali	1.162168884467106	1266
ENSG00000139505.ali	1.1620860927152319	1872
ENSG00000114013.ali	1.162079510703364	987
ENSG00000250423.ali	1.1618705035971224	5637
ENSG00000047932.ali	1.1618217971782976	1398
ENSG00000138772.ali	1.1616296863045141	969
ENSG00000178965.ali	1.161608497723824	4680
ENSG00000115128.ali	1.1613400925721842	375
ENSG00000198825.ali	1.1613335799500601	3405
ENSG00000173473.ali	1.1613050944476244	3282
ENSG00000138459.ali	1.1612903225806452	1281
ENSG00000116752.ali	1.1612557427258805	675
ENSG00000124882.ali	1.1611492816989382	468
ENSG00000118600.ali	1.1610824742268042	1335
ENSG00000169019.ali	1.1610535405872193	552
ENSG00000148459.ali	1.1609756097560975	1236
ENSG00000149534.ali	1.1609421000981355	738
ENSG00000101333.ali	1.160925156771724	3582
ENSG00000182220.ali	1.16076584105759	1053
ENSG00000166415.ali	1.1607359671243112	3300
ENSG00000188921.ali	1.1606391925988226	696
ENSG00000197635.ali	1.1606231068801385	2295
ENSG00000137804.ali	1.1603053435114503	1353
ENSG00000040275.ali	1.1600473212776745	1818
ENSG00000075884.ali	1.1599811231713073	1425
ENSG00000085719.ali	1.159917638984214	1590
ENSG00000147862.ali	1.1598594418415156	1713
ENSG00000079950.ali	1.1591453306317923	783
ENSG00000174125.ali	1.1589715734202426	2376
ENSG00000106302.ali	1.158904109589041	1443
ENSG00000081148.ali	1.1584385763490241	3789
ENSG00000085788.ali	1.1584264067724266	2145
ENSG00000138161.ali	1.158210447388153	1821
ENSG00000156172.ali	1.1580135440180588	633
ENSG00000165304.ali	1.1579153605015673	1956
ENSG00000095574.ali	1.1577802835051547	1257
ENSG00000111726.ali	1.15766156216893	1302
ENSG00000144810.ali	1.1575532415886138	2238
ENSG00000169895.ali	1.157483552631579	1077
ENSG00000257057.ali	1.1572769953051643	381
ENSG00000185015.ali	1.1572557332819426	786
ENSG00000119509.ali	1.157151294418742	3201
ENSG00000196177.ali	1.1570088963693195	1299
ENSG00000187569.ali	1.1569767441860466	339
ENSG00000171659.ali	1.156541611121691	1128
ENSG00000151893.ali	1.1564679415073116	1116
ENSG00000101977.ali	1.156109005594658	2964
ENSG00000182973.ali	1.15610138745894	2214
ENSG00000147592.ali	1.1558758314855875	864
ENSG00000185958.ali	1.1556668183887118	8031
ENSG00000107651.ali	1.1556551639444923	3018
ENSG00000112305.ali	1.1552661524845114	1425
ENSG00000113621.ali	1.1552172298551802	1056
ENSG00000198515.ali	1.1552032157213041	2082
ENSG00000093167.ali	1.154955983045321	2172
ENSG00000106686.ali	1.154250657318142	1239
ENSG00000089682.ali	1.1539500337609723	1239
ENSG00000162923.ali	1.1538497896677222	1986
ENSG00000141376.ali	1.1538461538461537	2838
ENSG00000115604.ali	1.1535985283973327	1644
ENSG00000116539.ali	1.1534485349361383	8919
ENSG00000122335.ali	1.1526808849910304	1962
ENSG00000178075.ali	1.1526589498406308	1869
ENSG00000135387.ali	1.1524069904578107	2142
ENSG00000116957.ali	1.1523178807947019	1587
ENSG00000183378.ali	1.15220700152207	1689
ENSG00000153187.ali	1.15211842776927	2427
ENSG00000113600.ali	1.1520160280490859	1656
ENSG00000088970.ali	1.1519963702359346	2052
ENSG00000146414.ali	1.1515534225814599	5061
ENSG00000132837.ali	1.15118006271662	2571
ENSG00000022355.ali	1.1509742224373714	1368
ENSG00000129151.ali	1.1508187302499282	1164
ENSG00000122420.ali	1.1506101938262743	1086
ENSG00000136153.ali	1.1504401173646306	4917
ENSG00000205208.ali	1.1504120879120878	342
ENSG00000115993.ali	1.1503053384989166	2748
ENSG00000168297.ali	1.1502318392581143	1653
ENSG00000140694.ali	1.1499494268374915	1923
ENSG00000036473.ali	1.1497902097902097	1062
ENSG00000180667.ali	1.1496820226461921	1047
ENSG00000147138.ali	1.1495940576956296	1005
ENSG00000086102.ali	1.1494164174785377	3372
ENSG00000128923.ali	1.1493435906012208	1902
ENSG00000137675.ali	1.1493157803568335	1539
ENSG00000109674.ali	1.149209063702437	1818
ENSG00000137720.ali	1.1491672700941347	465
ENSG00000123094.ali	1.1491447434230269	1257
ENSG00000163611.ali	1.1486845994679278	2622
ENSG00000164485.ali	1.1483695652173913	696
ENSG00000114439.ali	1.1482067798460616	2838
ENSG00000046651.ali	1.1480901690670007	3048
ENSG00000042317.ali	1.1480263157894737	1818
ENSG00000196440.ali	1.147980796385202	8688
ENSG00000166510.ali	1.1478991596638655	1011
ENSG00000105983.ali	1.1475569743726168	1398
ENSG00000168070.ali	1.1472814865794907	774
ENSG00000143106.ali	1.1472417522985396	723
ENSG00000138642.ali	1.1464676616915424	3063
ENSG00000107165.ali	1.1462621885157096	1611
ENSG00000164305.ali	1.1461342395921834	831
ENSG00000109819.ali	1.1460723500027448	2397
ENSG00000113328.ali	1.145842039281237	885
ENSG00000109452.ali	1.1456316113505345	2826
ENSG00000016490.ali	1.1454325601846762	2751
ENSG00000116209.ali	1.1449803701626473	975
ENSG00000116906.ali	1.1447804473902237	2034
ENSG00000170381.ali	1.144486692015209	2295
ENSG00000163689.ali	1.1442529515538065	2061
ENSG00000164120.ali	1.1440271673991211	798
ENSG00000092531.ali	1.1440169431697846	633
ENSG00000169621.ali	1.1439422711735663	1539
ENSG00000122477.ali	1.1438905180840664	1002
ENSG00000107938.ali	1.1438851252795696	3726
ENSG00000091127.ali	1.1438710121959623	1995
ENSG00000123977.ali	1.1437727603787327	1245
ENSG00000177694.ali	1.1432761401965097	2343
ENSG00000183765.ali	1.1432603406326034	1656
ENSG00000173627.ali	1.143045484508899	1110
ENSG00000076321.ali	1.1430433365917236	1827
ENSG00000145526.ali	1.1429996011168728	2373
ENSG00000134108.ali	1.1427201227699981	558
ENSG00000161298.ali	1.1425828746960194	1728
ENSG00000155324.ali	1.1425790754257907	1233
ENSG00000164089.ali	1.1424405039664023	1500
ENSG00000124532.ali	1.142370406424921	1329
ENSG00000100731.ali	1.1421084209783299	7041
ENSG00000102921.ali	1.1420297848869276	2709
ENSG00000158528.ali	1.1417256571456857	3960
ENSG00000087253.ali	1.1417072443605287	1638
ENSG00000167325.ali	1.1415351565727505	2376
ENSG00000074966.ali	1.1412051908004626	1590
ENSG00000169016.ali	1.141012396694215	861
ENSG00000138777.ali	1.1408185245018847	927
ENSG00000167220.ali	1.1408040749499726	777
ENSG00000139209.ali	1.1405806392526787	1641
ENSG00000121542.ali	1.1401741970604247	921
ENSG00000081803.ali	1.139959993845207	3921
ENSG00000110060.ali	1.1396356223722768	1455
ENSG00000100697.ali	1.1394476449310034	5778
ENSG00000173726.ali	1.1393298059964727	435
ENSG00000169684.ali	1.139228815516047	1293
ENSG00000182923.ali	1.1388210673177537	2118
ENSG00000134698.ali	1.1387509980213142	2568
ENSG00000153250.ali	1.138571312738182	1212
ENSG00000110975.ali	1.138390272148234	1572
ENSG00000118513.ali	1.1376378974691759	2289
ENSG00000134375.ali	1.1374561842764146	516
ENSG00000171843.ali	1.1374227600411946	1719
ENSG00000112996.ali	1.1372724027133168	1311
ENSG00000150722.ali	1.1368752814047727	327
ENSG00000111816.ali	1.1368502372806533	1557
ENSG00000166450.ali	1.13639669120989	3504
ENSG00000145476.ali	1.1363113496932515	1578
ENSG00000083750.ali	1.1360786856895806	1122
ENSG00000010318.ali	1.1359407305306686	1149
ENSG00000135018.ali	1.1358957654723127	1770
ENSG00000138336.ali	1.1356441048034935	6444
ENSG00000250803.ali	1.1350673769978064	1371
ENSG00000104313.ali	1.134273038692649	1776
ENSG00000164258.ali	1.1341600901916573	525
ENSG00000100201.ali	1.134158971260896	1947
ENSG00000164176.ali	1.1341107871720117	1440
ENSG00000197885.ali	1.1337591947348045	576
ENSG00000084733.ali	1.1333147009502516	600
ENSG00000086827.ali	1.133201424614167	2346
ENSG00000137414.ali	1.1329778892896347	1254
ENSG00000165275.ali	1.1329554238598298	957
ENSG00000178522.ali	1.1328566051938276	1320
ENSG00000108733.ali	1.1328385337776432	1077
ENSG00000076650.ali	1.1327389443651925	2805
ENSG00000064989.ali	1.1322388961627556	1392
ENSG00000145675.ali	1.1317396205147474	2178
ENSG00000141431.ali	1.1316768280992369	6732
ENSG00000141447.ali	1.1314859681001412	2853
ENSG00000136155.ali	1.1314194577352472	2229
ENSG00000148110.ali	1.1311827956989247	1467
ENSG00000080822.ali	1.1310307993590885	759
ENSG00000102683.ali	1.1309319611206403	873
ENSG00000154188.ali	1.1304701480396941	1497
ENSG00000163581.ali	1.1304468114538664	1566
